check_id,title,subsection_language,source_url,num_code_blocks_in_subsection,num_variants,base_code,optimized_code_1,optimized_code_2,optimized_code_3,optimized_code_4,optimized_code_5,optimized_code_6,optimized_code_7
PWR042,PWR042: Consider loop interchange by promoting the scalar reduction variable to an array,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR042/README.md,4,3,"do i = 1, size(A, 1)
  s = 0.0

  do j = 1, size(A, 2)
    s = s + A(i, j)
  end do

  B(i) = 0.1 * s
end do","do i = 1, size(A, 1)
  s(i) = 0.0

  do j = 1, size(A, 2)
    s(i) = s(i) + A(i, j)
  end do

  B(i) = 0.1 * s(i)
end do","do i = 1, size(A, 1)
  s(i) = 0.0
end do

do i = 1, size(A, 1)
  do j = 1, size(A, 2)
    s(i) = s(i) + A(i, j)
  end do
end do

do i = 1, size(A, 1)
  B(i) = 0.1 * s(i)
end do","do i = 1, size(A, 1)
  s(i) = 0.0
end do

do j = 1, size(A, 2)
  do i = 1, size(A, 1)
    s(i) = s(i) + A(i, j)
  end do
end do

do i = 1, size(A, 1)
  B(i) = 0.1 * s(i)
end do",,,,
PWR043,PWR043: Consider loop interchange by replacing the scalar reduction,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR043/README.md,4,3,"{2,8} showLineNumbers
for (int i = 0; i < n; i++) {
  double s = 0.0;

  for (int j = 0; j < n; j++) {
    s += a[j][i];
  }

  b[i] = s;
}","{2} showLineNumbers
for (int i = 0; i < n; i++) {
  b[i] = 0.0;

  for (int j = 0; j < n; j++) {
    b[i] += a[j][i];
  }
}","{1,5} showLineNumbers
for (int i = 0; i < n; i++) {
  b[i] = 0.0;
}

for (int i = 0; i < n; i++) {
  for (int j = 0; j < n; j++) {
    b[i] += a[j][i];
  }
}","for (int i = 0; i < n; i++) {
  b[i] = 0.0;
}

for (int j = 0; j < n; j++) {
  for (int i = 0; i < n; i++) {
    b[i] += a[j][i];
  }
}",,,,
PWR043,PWR043: Consider loop interchange by replacing the scalar reduction,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR043/README.md,4,3,"{2,8} showLineNumbers
do i = 1, size(b, 1)
  s = 0.0

  do j = 1, size(a, 2)
    s = s + a(i, j)
  end do

  b(i) = s
end do","{2} showLineNumbers
do i = 1, size(b, 1)
  b(i) = 0.0

  do j = 1, size(a, 2)
    b(i) = b(i) + a(i, j)
  end do
end do","{1,5} showLineNumbers
do i = 1, size(b, 1)
  b(i) = 0.0
end do

do i = 1, size(b, 1)
  do j = 1, size(a, 2)
    b(i) = b(i) + a(i, j)
  end do
end do","do i = 1, size(b, 1)
  b(i) = 0.0
end do

do j = 1, size(a, 2)
  do i = 1, size(b, 1)
    b(i) = b(i) + a(i, j)
  end do
end do",,,,
PWR046,PWR046: Replace two divisions with a division and a multiplication,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR046/README.md,4,3,"{5} showLineNumbers
// example.c
#include <stdio.h>

__attribute__((const)) float example(float a, float b, float c) {
  return a / b / c;
}

int main() {
  printf(""Result: %0.7f\n"", example(1.23, 1.41, 1.89));
  return 0;
}","$ gcc --version    
gcc (Debian 12.2.0-14) 12.2.0
$ gcc example.c -o example
$ ./example
Result: 0.4615558","// solution.c
...

__attribute__((const)) float example(float a, float b, float c) {
  return a / (b * c);
}

...","$ gcc solution.c -o solution
$ ./solution
Result: 0.4615558",,,,
PWR046,PWR046: Replace two divisions with a division and a multiplication,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR046/README.md,4,3,"{16} showLineNumbers
// example.f90
program main
  implicit none

  print *, ""Result:"", example(1.23, 1.41, 1.89)

  contains

  function example(a, b, c)
    use iso_fortran_env, only: real32
    implicit none

    real(kind=real32), intent(in) :: a, b, c
    real(kind=real32) :: example

    example = a / b / c
  end function example

end program main","$ gfortran --version    
GNU Fortran (Debian 12.2.0-14) 12.2.0
$ gfortran example.c -o example
$ ./example
 Result:  0.461555779","// solution.f90

...

    example = a / (b * c)
  end function example

...","$ gfortran solution.c -o solution
$ ./solution
 Result:  0.461555809",,,,
PWR049,PWR049: Move iterator-dependent condition outside of the loop,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR049/README.md,8,7,"{2} showLineNumbers
for (int i = 0; i < n; ++i) {
  if (i = 0) {
    a[i] = 0;
  } else {
    a[i] = 1;
  }
}","a[0] = 0;

for (int i = 1; i < n; ++i) {
  a[i] = 1;
}","{3} showLineNumbers
for (int i = 0; i < n; ++i) {
  for (int j = 0; j < n; ++j) {
    if (j == 0) {
      a[i][j] = 0;
    } else {
      a[i][j] = a[i][j - 1] + b[i][j];
    }
  }
}","for (int i = 0; i < n; ++i) {
  a[i][0] = 0;

  for (int j = 1; j < n; ++j) {
    a[i][j] = a[i][j - 1] + b[i][j];
  }
}","{2} showLineNumbers
for (int i = 0; i < n; ++i) {
  if (i < 10) {
    a[i] = 0;
  } else {
    a[i] = 1;
  }
}","for (int i = 0; i < 10; ++i) {
  a[i] = 0;
}

for (int i = 10; i < n; ++i) {
  a[i] = 1;
}","{2} showLineNumbers
for (int i = 0; i < n; ++i) {
  if (i % 2 == 0) {
    a[i] = 1;
  } else {
    a[i] = 0;
  }
}","for (int i = 0; i < n; i += 2) {
  a[i] = 1;
  a[i + 1] = 0;
}"
PWR049,PWR049: Move iterator-dependent condition outside of the loop,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR049/README.md,8,7,"{2} showLineNumbers
do i = 1, size(a, 1)
  if (i == 1) then
    a(i) = 0
  else
    a(i) = 1
  end if
end do","a(1) = 0

do i = 2, size(a, 1)
  a(i) = 1
end do","{3} showLineNumbers
do j = 1, size(a, 2)
  do i = 1, size(a, 1)
    if (i == 1) then
      a(i, j) = 0
    else
      a(i, j) = a(i - 1, j) + b(i, j)
    end if
  end do
end do","do j = 1, size(a, 2)
  a(1, j) = 0

  do i = 2, size(a, 1)
    a(i, j) = a(i - 1, j) + b(i, j)
  end do
end do","{2} showLineNumbers
do i = 1, size(a, 1)
  if (i < 10) then
    a(i) = 0
  else
    a(i) = 1
end do","do i = 1, 9
  a(i) = 0
end do

do i = 10, size(a, 1)
  a(i) = 1
end do","{2} showLineNumbers
do i = 1, size(a, 1)
  if (modulo(i, 2) == 0) then
    a(i) = 1
  else
    a(i) = 0
  end if
end do","do i = 1, size(a, 1), 2
    a(i) = 0
    a(i + 1) = 1
end do"
PWR050,PWR050: Consider applying multithreading parallelism to forall loop,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR050/README.md,2,1,"void example(double *D, double *X, double *Y, int n, double a) {
  for (int i = 0; i < n; ++i) {
    D[i] = a * X[i] + Y[i];
  }
}","void example(double *D, double *X, double *Y, int n, double a) {
  #pragma omp parallel default(none) shared(D, X, Y, a, n)
  {
    #pragma omp for schedule(auto)
    for (int i = 0; i < n; ++i) {
      D[i] = a * X[i] + Y[i];
    }
  } // end parallel
}",,,,,,
PWR050,PWR050: Consider applying multithreading parallelism to forall loop,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR050/README.md,2,1,"subroutine example(D, X, Y, a)
  use iso_fortran_env, only: real32
  implicit none
  real(kind=real32), intent(out) :: D(:)
  real(kind=real32), intent(in) :: X(:), Y(:)
  real(kind=real32), intent(in) :: a
  integer :: i

  do i = 1, size(D, 1)
    D(i) = a * X(i) + Y(i)
  end do
end subroutine example","subroutine example(D, X, Y, a)
  use iso_fortran_env, only: real32
  implicit none
  real(kind=real32), intent(out) :: D(:)
  real(kind=real32), intent(in) :: X(:), Y(:)
  real(kind=real32), intent(in) :: a
  integer :: i

  !$omp parallel do default(none) shared(D, X, Y, a) schedule(auto)
  do i = 1, size(D, 1)
    D(i) = a * X(i) + Y(i)
  end do
end subroutine example",,,,,,
PWR051,PWR051: Consider applying multithreading parallelism to scalar reduction loop,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR051/README.md,2,1,"double example(double *A, int n) {
  double sum = 0.0;

  for (int i = 0; i < n; ++i) {
    sum += A[i];
  }

  return sum;
}","double example(double *A, int n) {
  double sum = 0.0;

  #pragma omp parallel default(none) shared(A, n, sum) private(i)
  {
    #pragma omp for reduction(+: sum) schedule(auto)
    for (int i = 0; i < n; ++i) {
      sum += A[i];
    }
  } // end parallel

  return sum;
}",,,,,,
PWR051,PWR051: Consider applying multithreading parallelism to scalar reduction loop,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR051/README.md,2,1,"function example(A) result(sum)
  use iso_fortran_env, only: real32
  implicit none
  real(kind=real32), intent(in) :: A(:)
  real(kind=real32) :: sum
  integer :: i

  sum = 0.0
  do i = 1, size(A, 1)
    sum = sum + A(i)
  end do
end function example","function example(A) result(sum)
  use iso_fortran_env, only: real32
  implicit none
  real(kind=real32), intent(in) :: A(:)
  real(kind=real32) :: sum
  integer :: i

  sum = 0.0
  !$omp parallel do default(none) shared(A) private(i) reduction(+: sum) &
  !$omp& schedule(auto)
  do i = 1, size(A, 1)
    sum = sum + A(i)
  end do
end function example",,,,,,
PWR052,PWR052: Consider applying multithreading parallelism to sparse reduction loop,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR052/README.md,2,1,"void example(double *A, int *nodes, int n) {
  for (int nel = 0; nel < n; ++nel) {
    A[nodes[nel]] += nel * 1;
  }
}","void example(double *A, int *nodes, int n) {
  #pragma omp parallel default(none) shared(A, n, nodes) private(nel)
  {
    #pragma omp for schedule(auto)
    for (int nel = 0; nel < n; ++nel) {
      #pragma omp atomic update
      A[nodes[nel]] += nel * 1;
    }
  } // end parallel
}",,,,,,
PWR052,PWR052: Consider applying multithreading parallelism to sparse reduction loop,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR052/README.md,2,1,"subroutine example(A, nodes)
  use iso_fortran_env, only: real32
  implicit none
  real(kind=real32), intent(inout) :: A(:)
  integer, intent(in) :: nodes(:)
  integer :: nel

  do nel = 1, size(nodes, 1)
    A(nodes(nel)) = A(nodes(nel)) + (nel * 1)
  end do
end subroutine example","subroutine example(A, nodes)
  use iso_fortran_env, only: real32
  implicit none
  real(kind=real32), intent(inout) :: A(:)
  integer, intent(in) :: nodes(:)
  integer :: nel

  !$omp parallel do default(none) shared(A, nodes) private(nel) schedule(auto)
  do nel = 1, size(nodes, 1)
    !$omp atomic update
    A(nodes(nel)) = A(nodes(nel)) + (nel * 1)
  end do
end subroutine example",,,,,,
PWR053,PWR053: Consider applying vectorization to forall loop,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR053/README.md,2,1,"void example(double *D, double *X, double *Y, int n, double a) {
  for (int i = 0; i < n; ++i) {
    D[i] = a * X[i] + Y[i];
  }
}","void example(double *D, double *X, double *Y, int n, double a) {
  #pragma omp simd
  for (int i = 0; i < n; ++i) {
    D[i] = a * X[i] + Y[i];
  }
}",,,,,,
PWR053,PWR053: Consider applying vectorization to forall loop,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR053/README.md,2,1,"pure subroutine example(D, X, Y, a)
  use iso_fortran_env, only: real32
  implicit none
  real(kind=real32), intent(out) :: D(:)
  real(kind=real32), intent(in) :: X(:), Y(:)
  real(kind=real32), intent(in) :: a
  integer :: i

  do i = 1, size(D, 1)
    D(i) = a * X(i) + Y(i)
  end do
end subroutine example","pure subroutine example(D, X, Y, a)
  use iso_fortran_env, only: real32
  implicit none
  real(kind=real32), intent(out) :: D(:)
  real(kind=real32), intent(in) :: X(:), Y(:)
  real(kind=real32), intent(in) :: a
  integer :: i

  !$omp simd
  do i = 1, size(D, 1)
    D(i) = a * X(i) + Y(i)
  end do
end subroutine example",,,,,,
PWR054,PWR054: Consider applying vectorization to scalar reduction loop,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR054/README.md,2,1,"__attribute__((pure)) double example(double *A, int n) {
  double sum = 0.0;

  for (int i = 0; i < n; ++i) {
    sum += A[i];
  }

  return sum;
}","__attribute__((pure)) double example(double *A, int n) {
  double sum = 0.0;

  #pragma omp simd reduction(+: sum)
  for (int i = 0; i < n; ++i) {
    sum += A[i];
  }

  return sum;
}",,,,,,
PWR054,PWR054: Consider applying vectorization to scalar reduction loop,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR054/README.md,2,1,"pure function example(A) result(sum)
  use iso_fortran_env, only: real32
  implicit none
  real(kind=real32), intent(in) :: A(:)
  real(kind=real32) :: sum
  integer :: i

  sum = 0.0
  do i = 1, size(A, 1)
    sum = sum + A(i)
  end do
end function example","pure function example(A) result(sum)
  use iso_fortran_env, only: real32
  implicit none
  real(kind=real32), intent(in) :: A(:)
  real(kind=real32) :: sum
  integer :: i

  sum = 0.0
  !$omp simd reduction(+: sum)
  do i = 1, size(A, 1)
    sum = sum + A(i)
  end do
end function example",,,,,,
PWR055,PWR055: Consider applying offloading parallelism to forall loop,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR055/README.md,2,1,"void example(double *D, double *X, double *Y, int n, double a) {
  for (int i = 0; i < n; ++i) {
    D[i] = a * X[i] + Y[i];
  }
}","void example(double *D, double *X, double *Y, int n, double a) {
  #pragma acc data copyin(X[0:n], Y[0:n], a, n) copyout(D[0:n])
  #pragma acc parallel
  #pragma acc loop
  for (int i = 0; i < n; ++i) {
    D[i] = a * X[i] + Y[i];
  }
}",,,,,,
PWR055,PWR055: Consider applying offloading parallelism to forall loop,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR055/README.md,2,1,"subroutine example(D, X, Y, a)
  use iso_fortran_env, only: real32
  implicit none
  real(kind=real32), intent(out) :: D(:)
  real(kind=real32), intent(in) :: X(:), Y(:)
  real(kind=real32), intent(in) :: a
  integer :: i

  do i = 1, size(D, 1)
    D(i) = a * X(i) + Y(i)
  end do
end subroutine example","subroutine example(D, X, Y, a)
  use iso_fortran_env, only: real32
  implicit none
  real(kind=real32), intent(out) :: D(:)
  real(kind=real32), intent(in) :: X(:), Y(:)
  real(kind=real32), intent(in) :: a
  integer :: i

  !$acc data copyin(X, Y, a) copyout(D)
  !$acc parallel
  !$acc loop
  do i = 1, size(D, 1)
    D(i) = a * X(i) + Y(i)
  end do
  !$acc end parallel
  !$acc end data
end subroutine example",,,,,,
PWR056,PWR056: Consider applying offloading parallelism to scalar reduction loop,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR056/README.md,2,1,"double example(double *A, int n) {
  double sum = 0;

  for (int i = 0; i < n; ++i) {
    sum += A[i];
  }

  return sum;
}","double example(double *A, int n) {
  double sum = 0;

  #pragma acc data copyin(A[0:n], n) copy(sum)
  #pragma acc parallel
  #pragma acc loop reduction(+: sum)
  for (int i = 0; i < n; ++i) {
    sum += A[i];
  }

  return sum;
}",,,,,,
PWR056,PWR056: Consider applying offloading parallelism to scalar reduction loop,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR056/README.md,2,1,"function example(A) result(sum)
  use iso_fortran_env, only: real32
  implicit none
  real(kind=real32), intent(in) :: A(:)
  real(kind=real32) :: sum
  integer :: i

  sum = 0.0
  do i = 1, size(A, 1)
    sum = sum + A(i)
  end do
end function example","function example(A) result(sum)
  use iso_fortran_env, only: real32
  implicit none
  real(kind=real32), intent(in) :: A(:)
  real(kind=real32) :: sum
  integer :: i

  sum = 0.0

  !$acc data copyin(A) copy(sum)
  !$acc parallel
  !$acc loop reduction(+: sum)
  do i = 1, size(A, 1)
    sum = sum + A(i)
  end do
  !$acc end parallel
  !$acc end data
end function example",,,,,,
PWR057,PWR057: Consider applying offloading parallelism to sparse reduction loop,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR057/README.md,2,1,"void example(double *A, int *nodes, int n) {
  for (int nel = 0; nel < n; ++nel) {
    A[nodes[nel]] += nel * 1;
  }
}","void example(double *A, int *nodes, int n) {
  #pragma acc data copyin(n, nodes[0:n]) copy(A[:])
  #pragma acc parallel
  #pragma acc loop
  for (int nel = 0; nel < n; ++nel) {
    #pragma acc atomic update
    A[nodes[nel]] += nel * 1;
  }
}",,,,,,
PWR057,PWR057: Consider applying offloading parallelism to sparse reduction loop,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR057/README.md,2,1,"subroutine example(A, nodes)
  use iso_fortran_env, only: real32
  implicit none
  real(kind=real32), intent(inout) :: A(:)
  integer, intent(in) :: nodes(:)
  integer :: nel

  do nel = 1, size(nodes, 1)
    A(nodes(nel)) = A(nodes(nel)) + (nel * 1)
  end do
end subroutine example","subroutine example(A, nodes)
  use iso_fortran_env, only: real32
  implicit none
  real(kind=real32), intent(inout) :: A(:)
  integer, intent(in) :: nodes(:)
  integer :: nel

  !$acc data copyin(nodes) copy(A)
  !$acc parallel
  !$acc loop
  do nel = 1, size(nodes, 1)
    !$acc atomic update
    A(nodes(nel)) = A(nodes(nel)) + (nel * 1)
  end do
  !$acc end parallel
  !$acc end data
end subroutine example",,,,,,
PWR060,PWR060: Consider loop fission to separate gather memory access pattern,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR060/README.md,2,1,"for (int i = 0; i < n; ++i) {
  D[i] = a * X[index[i]] + Y[i]
}","for (int i = 0; i < n; ++i) {
  X_index_i[i] = X[index[i]];
}
for (int i = 0; i < n; ++i) {
  D[i] = a * X_index_i[i] + Y[i]
}",,,,,,
PWR060,PWR060: Consider loop fission to separate gather memory access pattern,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR060/README.md,2,1,"do i = 1, size(D, 1)
  D(i) = a * X(index(i)) + Y(i)
end do","real(kind=real32), allocatable :: X_index_i(:)
allocate(X_index_i(size(X, 1)))

do i = 1, size(X, 1)
  X_index_i(i) = X(index(i))
end do
do i = 1, size(D, 1)
  D(i) = a * X_index_i(i) + Y(i)
end do",,,,,,
PWR062,PWR062: Consider loop interchange by removing accumulation on array value,C,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR062/README.md,3,2,"void matmul(int n, const double *A, const double *B, double *C) {
  for (int i = 0; i < n; ++i) {
    for (int j = 0; j < n; ++j) {
      C[i * n + j] = 0.0;
      for (int k = 0; k < n; ++k) {
        C[i * n + j] += A[i * n + k] * B[k * n + j];
      }
    }
  }
}","void matmul(int n, const double *A, const double *B, double *C) {
  for (int i = 0; i < n; ++i) {
    for (int j = 0; j < n; ++j) {
      C[i * n + j] = 0.0;
    }
  }
  for (int i = 0; i < n; ++i) {
    for (int j = 0; j < n; ++j) {
      for (int k = 0; k < n; ++k) {
        C[i * n + j] += A[i * n + k] * B[k * n + j];
      }
    }
  }
}","void matmul(int n, const double *A, const double *B, double *C) {
  for (int i = 0; i < n; ++i) {
    for (int j = 0; j < n; ++j) {
      C[i * n + j] = 0.0;
    }
  }
  for (int i = 0; i < n; ++i) {
    for (int k = 0; k < n; ++k) {
      for (int j = 0; j < n; ++j) {
        C[i * n + j] += A[i * n + k] * B[k * n + j];
      }
    }
  }
}",,,,,
PWR062,PWR062: Consider loop interchange by removing accumulation on array value,Fortran,https://raw.githubusercontent.com/codee-com/open-catalog/main/Checks/PWR062/README.md,3,2,"pure subroutine matmul(n, A, B, C)
  implicit none
  integer, intent(in) :: n
  real, dimension(:, :), intent(in) :: A, B
  real, dimension(:, :), intent(out) :: C
  integer :: i, j, k

  do j = 1, n
    do i = 1, n
      C(i, j) = 0
      do k = 1, n
        C(i, j) = C(i, j) + A(i, k) * B(k, j)
      end do
    end do
  end do
end subroutine matmul","pure subroutine matmul(n, A, B, C)
  implicit none
  integer, intent(in) :: n
  real, dimension(:, :), intent(in) :: A, B
  real, dimension(:, :), intent(out) :: C
  integer :: i, j, k

  ! No need to write an explicit loop to zero the whole matrix
  C = 0

  do j = 1, n
    do i = 1, n
      do k = 1, n
        C(i, j) = C(i, j) + A(i, k) * B(k, j)
      end do
    end do
  end do
end subroutine matmul","pure subroutine matmul(n, A, B, C)
  implicit none
  integer, intent(in) :: n
  real, dimension(:, :), intent(in) :: A, B
  real, dimension(:, :), intent(out) :: C
  integer :: i, j, k

  C = 0

  do j = 1, n
    do k = 1, n
      do i = 1, n
        C(i, j) = C(i, j) + A(i, k) * B(k, j)
      end do
    end do
  end do
end subroutine matmul",,,,,
